BRONX,10451
FRANKFORT,13340
FRANKLIN,13775
TREADWELL,13846
FRANKLIN SPRINGS,13341
FREEVILLE,13068
FULTON,13069
FULTONHAM,12071
AURIESVILLE,12016
FULTONVILLE,12072
GABRIELS,12939
GALLUPVILLE,12073
GALWAY,12074
GANSEVOORT,12831
GENOA,13071
GEORGETOWN,13072
GHENT,12075
GILBERTSVILLE,13776
GILBOA,12076
GLEN AUBREY,13777
BRANTINGHAM,13312
GLENFIELD,13343
GREIG,13345
GLENMONT,12077
GLENS FALLS,12801
SOUTH GLENS FALLS,12803
QUEENSBURY,12804
GLOVERSVILLE,12078
GOUVERNEUR,13642
GRAFTON,12082
GRANVILLE,12832
GREAT BEND,13643
GREENE,13778
GREENFIELD CENTER,12833
GREENVILLE,12083
GREENWICH,12834
GROTON,13073
GUILDERLAND,12084
GUILDERLAND CENTER,12085
GUILFORD,13780
HADLEY,12835
HAGAMAN,12086
HAGUE,12836
HAILESBORO,13645
HAMDEN,13782
HAMILTON,13346
HAMMOND,13646
HAMPTON,12837
HANCOCK,13783
HANNACROIX,12087
HANNAWA FALLS,13647
HANNIBAL,13074
HARPERSFIELD,13786
HARPURSVILLE,13787
OUAQUAGA,13826
HARRISVILLE,13648
HARTFORD,12838
HARTWICK,13348
HASTINGS,13076
HELENA,13649
HENDERSON,13650
HENDERSON HARBOR,13651
HERKIMER,13350
HERMON,13652
HEUVELTON,13654
HINCKLEY,13352
HOBART,13788
HOFFMEISTER,13353
HOGANSBURG,13655
HOLLAND PATENT,13354
HOMER,13077
HOOSICK,12089
HOOSICK FALLS,12090
HOWES CAVE,12092
HUBBARDSVILLE,13355
HUDSON FALLS,12839
HULETTS LANDING,12841
ILION,13357
INDIAN LAKE,12842
INLET,13360
JAMESVILLE,13078
JAY,12941
JEFFERSON,12093
JOHNSBURG,12843
JOHNSON CITY,13790
JOHNSONVILLE,12094
JOHNSTOWN,12095
JORDAN,13080
JORDANVILLE,13361
KATTSKILL BAY,12844
KEENE,12942
KEENE VALLEY,12943
KEESEVILLE,12911
KILLAWOG,13794
KINDERHOOK,12106
KING FERRY,13081
KIRKVILLE,13082
KIRKWOOD,13795
KNOX,12107
KNOXBORO,13362
LACONA,13083
LA FARGEVILLE,13656
LA FAYETTE,13084
LAKE CLEAR,12945
LAKE GEORGE,12845
LAKE LUZERNE,12846
LAKE PLACID,12946
LAKE PLEASANT,12108
LATHAM,12110
NEWTONVILLE,12128
LAURENS,13796
LEE CENTER,13363
LEONARDSVILLE,13364
LEWIS,12950
LISBON,13658
LISLE,13797
LITTLE FALLS,13365
LITTLE YORK,13087
LIVERPOOL,13088
LOCKE,13092
LONG LAKE,12847
LORRAINE,13659
LOWVILLE,13367
LYCOMING,13093
LYON MOUNTAIN,12952
LYONS FALLS,13368
EAST PHARSALIA,13758
MC DONOUGH,13801
MC GRAW,13101
MC LEAN,13102
MADISON,13402
SOLSVILLE,13465
MADRID,13660
MAINE,13802
MALDEN BRIDGE,12115
MALLORY,13103
MALONE,12953
WHIPPLEVILLE,12995
MANLIUS,13104
MANNSVILLE,13661
MARATHON,13803
MARCELLUS,13108
MARCY,13403
MARIETTA,13110
MARTINSBURG,13404
MARTVILLE,13111
MARYLAND,12116
MASONVILLE,13804
MASSENA,13662
MAYFIELD,12117
MECHANICVILLE,12118
MEDUSA,12120
MELROSE,12121
MEMPHIS,13112
MERIDALE,13806
MERIDIAN,13113
MEXICO,13114
MIDDLEBURGH,12122
MIDDLE FALLS,12848
MIDDLE GRANVILLE,12849
MIDDLE GROVE,12850
MIDDLEVILLE,13406
MILFORD,13807
MINERVA,12851
MINETTO,13115
MINEVILLE,12956
WITHERBEE,12998
MINOA,13116
MOHAWK,13407
MOIRA,12957
MONTEZUMA,13117
MOOERS,12958
MOOERS FORKS,12959
MORAVIA,13118
MORIAH,12960
MORIAH CENTER,12961
MORRIS,13808
MORRISONVILLE,12962
MORRISTOWN,13664
MORRISVILLE,13408
MOUNT UPTON,13809
MOUNT VISION,13810
MUNNSVILLE,13409
NASSAU,12123
NATURAL BRIDGE,13665
NEDROW,13120
NELLISTON,13410
NEWARK VALLEY,13811
NEW BALTIMORE,12124
NEW BERLIN,13411
NEWCOMB,12852
NEW HARTFORD,13413
NEW HAVEN,13121
NEW LEBANON,12125
NEWPORT,13416
NEW RUSSIA,12964
NEWTON FALLS,13666
NEW WOODSTOCK,13122
NEW YORK MILLS,13417
NICHOLS,13812
NICHOLVILLE,12965
NINEVEH,13813
NIVERVILLE,12130
NORFOLK,13667
NORTH BANGOR,12966
NORTH BAY,13123
NORTH BLENHEIM,12131
NORTH CHATHAM,12132
NORTH CREEK,12853
NORTH GRANVILLE,12854
NORTH HOOSICK,12133
NORTH HUDSON,12855
LAWRENCEVILLE,12949
NORTH LAWRENCE,12967
NORTH NORWICH,13814
NORTH PITCHER,13124
NORTH RIVER,12856
NORTHVILLE,12134
NORWICH,13815
NORWOOD,13668
OGDENSBURG,13669
OLD CHATHAM,12136
OLD FORGE,13420
THENDARA,13472
OLMSTEDVILLE,12857
ONEIDA,13421
ONEONTA,13820
ORISKANY,13424
ORISKANY FALLS,13425
ORWELL,13426
OSWEGO,13126
OTEGO,13825
OWEGO,13827
OWLS HEAD,12969
OXFORD,13830
PALATINE BRIDGE,13428
MAPLE VIEW,13107
PARISH,13131
PARISHVILLE,13672
PATTERSONVILLE,12137
PAUL SMITHS,12970
PENNELLVILLE,13132
PERU,12972
PETERBORO,13134
PETERSBURG,12138
PHILADELPHIA,13673
PHOENIX,13135
PIERCEFIELD,12973
PIERREPONT MANOR,13674
PISECO,12139
PITCHER,13136
PLAINVILLE,13137
PLATTSBURGH,12901
PLYMOUTH,13832
POESTENKILL,12140
POLAND,13431
POMPEY,13138
POPLAR RIDGE,13139
PORT BYRON,13140
PORT CRANE,13833
PORTER CORNERS,12859
PORT HENRY,12974
PORT KENT,12975
PORTLANDVILLE,13834
PORT LEYDEN,13433
POTSDAM,13676
POTTERSVILLE,12860
PREBLE,13141
PROSPECT,13435
PULASKI,13142
PUTNAM STATION,12861
PYRITES,13677
QUAKER STREET,12141
RAINBOW LAKE,12976
RAQUETTE LAKE,13436
RAVENA,12143
RAY BROOK,12977
RAYMONDVILLE,13678
RED CREEK,13143
REDFIELD,13437
REDFORD,12978
REDWOOD,13679
REMSEN,13438
RENSSELAER,12144
RENSSELAER FALLS,13680
RENSSELAERVILLE,12147
REXFORD,12148
EAST SPRINGFIELD,13333
RICHFIELD SPRINGS,13439
HARFORD,13784
RICHFORD,13835
RICHLAND,13144
RICHMONDVILLE,12149
RICHVILLE,13681
RIPARIUS,12862
ROCK CITY FALLS,12863
RODMAN,13682
ROME,13440
ROOSEVELTOWN,13683
ROTTERDAM JUNCTION,12150
ROUND LAKE,12151
ROUSES POINT,12979
RUSSELL,13684
SABAEL,12864
SACKETS HARBOR,13685
SAINT JOHNSVILLE,13452
SAINT REGIS FALLS,12980
SALEM,12865
SALISBURY CENTER,13454
SAND LAKE,12153
SANDY CREEK,13145
SANGERFIELD,13455
SARANAC,12981
SARANAC LAKE,12983
SARATOGA SPRINGS,12866
SAUQUOIT,13456
SAVANNAH,13146
SCHAGHTICOKE,12154
ALPLAUS,12008
SCHENECTADY,12301
SCHENEVUS,12155
SCHODACK LANDING,12156
SCHOHARIE,12157
SCHROON LAKE,12870
SCHUYLER FALLS,12985
SCHUYLER LAKE,13457
SCHUYLERVILLE,12871
SCIPIO CENTER,13147
SELKIRK,12158
SENECA FALLS,13148
SEVERANCE,12872
SHARON SPRINGS,13459
SHERBURNE,13460
SHERRILL,13461
SHUSHAN,12873
SIDNEY,13838
SIDNEY CENTER,13839
SILVER BAY,12874
SKANEATELES,13152
MOTTVILLE,13119
SKANEATELES FALLS,13153
SLINGERLANDS,12159
SLOANSVILLE,12160
SMITHVILLE FLATS,13841
SMYRNA,13464
SOUTH BETHLEHEM,12161
SOUTH BUTLER,13154
SOUTH COLTON,13687
SOUTH KORTRIGHT,13842
SOUTH NEW BERLIN,13843
SOUTH OTSELIC,13155
SOUTH PLYMOUTH,13844
SPECULATOR,12164
SPENCERTOWN,12165
SPRAKERS,12166
SPRINGFIELD CENTER,13468
STAMFORD,12167
OSWEGATCHIE,13670
STAR LAKE,13690
STEPHENTOWN,12168
STERLING,13156
STILLWATER,12170
STITTVILLE,13469
STONY CREEK,12878
STOTTVILLE,12172
STRATFORD,13470
STUYVESANT,12173
STUYVESANT FALLS,12174
SUMMIT,12175
SYLVAN BEACH,13157
SYRACUSE,13201
TABERG,13471
PLESSIS,13675
THERESA,13691
THREE MILE BAY,13693
PARADOX,12858
TICONDEROGA,12883
TIOGA CENTER,13845
TRIBES HILL,12177
TROUT CREEK,13847
TROY,12180
EAST HOMER,13056
TRUXTON,13158
TULLY,13159
TUNNEL,13848
TUPPER LAKE,12986
TURIN,13473
UNADILLA,13849
UNION SPRINGS,13160
UPPER JAY,12987
UTICA,13501
VALATIE,12184
VALLEY FALLS,12185
VAN HORNESVILLE,13475
VERMONTVILLE,12989
VERNON,13476
VERNON CENTER,13477
VERONA,13478
VERONA BEACH,13162
VESTAL,13850
VICTORY MILLS,12884
VOORHEESVILLE,12186
WADDINGTON,13694
WALTON,13856
WAMPSVILLE,13163
WANAKENA,13695
WARNERS,13164
WARNERVILLE,12187
WARRENSBURG,12885
WASHINGTON MILLS,13479
WATERFORD,12188
WATERLOO,13165
WATERTOWN,13601
FORT DRUM,13602
WATERVILLE,13480
WATERVLIET,12189
WEEDSPORT,13166
WELLS,12190
WELLS BRIDGE,13859
WEST BURLINGTON,13482
WEST CHAZY,12992
WESTDALE,13483
WEST DAVENPORT,13860
WEST EATON,13484
WEST EDMESTON,13485
DORMANSVILLE,12055
WESTERLO,12193
WESTERNVILLE,13486
WESTFORD,13488
WEST FULTON,12194
WEST LEBANON,12195
WEST LEYDEN,13489
WEST MONROE,13167
WESTMORELAND,13490
WEST ONEONTA,13861
WESTPORT,12993
WEST SAND LAKE,12196
WEST STOCKHOLM,13696
WEST WINFIELD,13491
WEVERTOWN,12886
WHITEHALL,12887
WHITESBORO,13492
WHITNEY POINT,13862
WILLET,13863
WILLIAMSTOWN,13493
WILLSBORO,12996
WILLSEYVILLE,13864
WILMINGTON,12997
WINDSOR,13865
WINTHROP,13697
WOODGATE,13494
WORCESTER,12197
WYNANTSKILL,12198
YORKVILLE,13495
ADAMS BASIN,14410
ADDISON,14801
AKRON,14001
ALBION,14411
KNOWLESVILLE,14479
ALDEN,14004
ALEXANDER,14005
ALFRED,14802
ALFRED STATION,14803
ALLEGANY,14706
ALLENTOWN,14707
ALMA,14708
ALMOND,14804
ALPINE,14805
ALTON,14413
ANDOVER,14806
ANGELICA,14709
ANGOLA,14006
APPLETON,14008
ARCADE,14009
ARKPORT,14807
ASHVILLE,14710
ATHOL SPRINGS,14010
ATLANTA,14808
ATTICA,14011
COWLESVILLE,14037
AVOCA,14809
AVON,14414
BARKER,14012
BASOM,14013
BATAVIA,14020
BATH,14810
BEAVER DAMS,14812
BELFAST,14711
BELLONA,14415
BELMONT,14813
BEMUS POINT,14712
BERGEN,14416
BIG FLATS,14814
BLACK CREEK,14714
BLISS,14024
BOLIVAR,14715
BOSTON,14025
BOWMANSVILLE,14026
BRADFORD,14815
BRANT,14027
BREESPORT,14816
BROCKPORT,14420
BROCTON,14716
BROOKTONDALE,14817
BUFFALO,14201
BURDETT,14818
BYRON,14422
CALEDONIA,14423
CAMERON,14819
CAMERON MILLS,14820
CAMPBELL,14821
CANANDAIGUA,14424
FARMINGTON,14425
CANASERAGA,14822
CANEADEA,14717
CANISTEO,14823
CASSADAGA,14718
CASTILE,14427
CATTARAUGUS,14719
CAYUTA,14824
CELORON,14720
CENTERVILLE,14029
CERES,14721
CHAFFEE,14030
CHAUTAUQUA,14722
CHEMUNG,14825
CHERRY CREEK,14723
CHURCHVILLE,14428
CLARENCE,14031
CLARENCE CENTER,14032
CLARENDON,14429
CLARKSON,14430
CLIFTON SPRINGS,14432
CLYDE,14433
CLYMER,14724
COHOCTON,14826
COLDEN,14033
COLLINS,14034
COLLINS CENTER,14035
CONESUS,14435
CONEWANGO VALLEY,14726
LEON,14751
COOPERS PLAINS,14827
CORFU,14036
CORNING,14830
CRITTENDEN,14038
CUBA,14727
DALE,14039
DALTON,14836
DANSVILLE,14437
DARIEN CENTER,14040
DAYTON,14041
DELEVAN,14042
DEPEW,14043
DERBY,14047
DEWITTVILLE,14728
MAPLE SPRINGS,14756
DRESDEN,14441
DUNDEE,14837
DUNKIRK,14048
VAN BUREN POINT,14166
EAST AMHERST,14051
EAST AURORA,14052
EAST BETHANY,14054
EAST CONCORD,14055
EAST OTTO,14729
EAST PEMBROKE,14056
EAST RANDOLPH,14730
EAST ROCHESTER,14445
EAST WILLIAMSON,14449
EDEN,14057
ELBA,14058
ELLICOTTVILLE,14731
ELLINGTON,14732
ELMA,14059
ELMIRA,14901
ERIN,14838
FAIRPORT,14450
FALCONER,14733
FANCHER,14452
FARMERSVILLE STATION,14060
FARNHAM,14061
FILLMORE,14735
FINDLEY LAKE,14736
FISHERS,14453
FORESTVILLE,14062
FRANKLINVILLE,14737
FREDONIA,14063
FREEDOM,14065
SANDUSKY,14133
FREWSBURG,14738
FRIENDSHIP,14739
GAINESVILLE,14066
GASPORT,14067
GENESEO,14454
GENEVA,14456
GERRY,14740
GETZVILLE,14068
GLENWOOD,14069
GORHAM,14461
GOWANDA,14070
GRAND ISLAND,14072
GREAT VALLEY,14741
GREENHURST,14742
GREENWOOD,14839
GROVELAND,14462
SCOTTSBURG,14545
HALL,14463
HAMBURG,14075
HAMLIN,14464
HAMMONDSPORT,14840
HECTOR,14841
HEMLOCK,14466
HENRIETTA,14467
HILTON,14468
HIMROD,14842
HINSDALE,14743
EAST BLOOMFIELD,14443
BLOOMFIELD,14469
HOLLAND,14080
HOLLEY,14470
HONEOYE,14471
HONEOYE FALLS,14472
HORNELL,14843
HORSEHEADS,14845
HOUGHTON,14744
HUME,14745
HUNT,14846
INTERLAKEN,14847
IONIA,14475
IRVING,14081
ITHACA,14850
LANSING,14882
JACKSONVILLE,14854
JAMESTOWN,14701
JASPER,14855
JAVA CENTER,14082
JAVA VILLAGE,14083
KANONA,14856
KENDALL,14476
KENNEDY,14747
KENT,14477
BRANCHPORT,14418
KEUKA PARK,14478
KILL BUCK,14748
LAKEMONT,14857
LAKE VIEW,14085
LAKEVILLE,14480
LAKEWOOD,14750
LANCASTER,14086
LAWTONS,14091
LEICESTER,14481
LE ROY,14482
LEWISTON,14092
STELLA NIAGARA,14144
LILY DALE,14752
LIMA,14485
LIMESTONE,14753
LINDLEY,14858
LITTLE GENESEE,14754
LITTLE VALLEY,14755
LIVONIA,14487
SOUTH LIMA,14558
LIVONIA CENTER,14488
LOCKPORT,14094
LOCKWOOD,14859
LODI,14860
LOWMAN,14861
LYNDONVILLE,14098
LYONS,14489
MACEDON,14502
MACHIAS,14101
MANCHESTER,14504
MARILLA,14102
MARION,14505
MAYVILLE,14757
MECKLENBURG,14863
MEDINA,14103
MENDON,14506
MIDDLEPORT,14105
MIDDLESEX,14507
MILLPORT,14864
MODEL CITY,14107
MONTOUR FALLS,14865
MORTON,14508
MOUNT MORRIS,14510
MUMFORD,14511
NAPLES,14512
NEWARK,14513
BURT,14028
NEWFANE,14108
NEWFIELD,14867
NIAGARA FALLS,14301
NIAGARA UNIVERSITY,14109
NIOBE,14758
NORTH BOSTON,14110
NORTH CHILI,14514
NORTH COLLINS,14111
NORTH EVANS,14112
NORTH GREECE,14515
NORTH JAVA,14113
NORTH ROSE,14516
NORTH TONAWANDA,14120
NUNDA,14517
OAKFIELD,14125
OAKS CORNERS,14518
ODESSA,14869
OLCOTT,14126
OLEAN,14760
ONTARIO,14519
ONTARIO CENTER,14520
ORCHARD PARK,14127
OTTO,14766
OVID,14521
PAINTED POST,14870
PALMYRA,14522
PANAMA,14767
LINWOOD,14486
PAVILION,14525
PENFIELD,14526
PENN YAN,14527
PERKINSVILLE,14529
PERRY,14530
PERRYSBURG,14129
PHELPS,14532
PIFFARD,14533
PIKE,14130
PINE CITY,14871
PINE VALLEY,14872
PITTSFORD,14534
PORTAGEVILLE,14536
PORT GIBSON,14537
PORTLAND,14769
PORTVILLE,14770
PRATTSBURGH,14873
PULTENEY,14874
PULTNEYVILLE,14538
RANDOLPH,14772
RANSOMVILLE,14131
READING CENTER,14876
RETSOF,14539
REXVILLE,14877
RICHBURG,14774
RIPLEY,14775
ROCHESTER,14602
ROCK STREAM,14878
ROMULUS,14541
ROSE,14542
RUSH,14543
RUSHFORD,14777
RUSHVILLE,14544
SAINT BONAVENTURE,14778
SALAMANCA,14779
SANBORN,14132
SARDINIA,14134
SAVONA,14879
SCIO,14880
SCOTTSVILLE,14546
SENECA CASTLE,14547
SHERIDAN,14135
SHERMAN,14781
SHORTSVILLE,14548
SILVER CREEK,14136
SILVER LAKE,14549
SILVER SPRINGS,14550
SINCLAIRVILLE,14782
SLATERVILLE SPRINGS,14881
SODUS,14551
SODUS POINT,14555
SONYEA,14556
SOUTH BYRON,14557
SOUTH DAYTON,14138
SOUTH WALES,14139
SPENCER,14883
SPENCERPORT,14559
SPRING BROOK,14140
SPRINGVILLE,14141
SPRINGWATER,14560
STAFFORD,14143
STANLEY,14561
STEAMBURG,14783
STOCKTON,14784
STOW,14785
STRYKERSVILLE,14145
SWAIN,14884
TONAWANDA,14150
TROUPSBURG,14885
TRUMANSBURG,14886
TYRONE,14887
UNION HILL,14563
VAN ETTEN,14889
VARYSBURG,14167
VERSAILLES,14168
VICTOR,14564
WALES CENTER,14169
WALWORTH,14568
WARSAW,14569
WATERPORT,14571
WATKINS GLEN,14891
WAVERLY,14892
WAYLAND,14572
WAYNE,14893
WEBSTER,14580
WELLSBURG,14894
WELLSVILLE,14895
WEST BLOOMFIELD,14585
WEST CLARKSVILLE,14786
WEST FALLS,14170
WESTFIELD,14787
WEST HENRIETTA,14586
WESTONS MILLS,14788
WEST VALLEY,14171
WHITESVILLE,14897
WILLARD,14588
WILLIAMSON,14589
WILSON,14172
WOLCOTT,14590
WOODHULL,14898
WYOMING,14591
YORK,14592
YORKSHIRE,14173
YOUNGSTOWN,14174
ROCKVILLE CENTER,11592
WEST COPAKE,12593
SHINHOPPLE,13837
